manufacturer,model_name,category,screen_size,screen,ram,storage,operating_system,operating_system_version,weight,price,cpu_brand,cpu_speed,cpu_name,gpu_brand,gpu_name,screen_type
Acer,Swift 3,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,128GB SSD,Windows,10,1.5,619.0,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,Windows,10,2.62,899.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Lenovo,Thinkpad T460,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.7,1186.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad T470s,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.32,1650.0,Intel,2.6,Core i5 7300U ,Intel,HD Graphics 620,Not Touchscreen
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,8GB,128GB HDD,Windows,10,2.3,590.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 470,Notebook,"17.3""",1600x900,8GB,1TB HDD,Windows,10,2.63,910.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 930MX,Not Touchscreen
Dell,Vostro 3568,Notebook,"15.6""",1366x768,8GB,128GB SSD,Windows,10,2.18,713.99,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,512GB SSD,Windows,7,1.54,1870.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Asus,ZenBook UX310UQ-GL026T,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.45,1026.0,Intel,2.3,Core i5 6200U ,Nvidia,GeForce 940M,Not Touchscreen
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.28,2277.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.54,1468.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook Folio,Ultrabook,"12.5""",IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8GB,512GB SSD,Windows,10,0.97,2014.0,Intel,1.2,Core M 6Y75 ,Intel,HD Graphics 515,Touchscreen
Lenovo,ThinkPad T470p,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.96,1903.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GT 940MX,Not Touchscreen
Dell,Latitude 5580,Notebook,"15.6""",Full HD 1920x1080,8GB,128GB SSD,Windows,10,1.9,945.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.84,1349.0,Intel,2.6,Core i5 7300U ,AMD,Radeon R7 M465,Not Touchscreen
HP,EliteBook 1040,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.43,1449.0,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Not Touchscreen
Toshiba,Tecra A40-C-1DF,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.95,1180.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Dell,XPS 15,Notebook,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,8GB,256GB SSD,Windows,10,2.04,2250.68,Intel,2.3,Core i5 6300HQ ,Nvidia,GeForce 960M,Touchscreen
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,Windows,10,2.5,788.49,Intel,2.3,Core i5 6200U ,AMD,Radeon R5 M330,Not Touchscreen
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,8GB,512GB SSD,Windows,10,1.48,2041.0,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Touchscreen
Lenovo,ThinkPad T460,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.7,1499.0,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Not Touchscreen
HP,Pavilion 15-cb003nv,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.62,899.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.2,459.0,Intel,2.0,Core i3 6006U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",4K Ultra HD 3840x2160,8GB,128GB SSD +  1TB HDD,Windows,10,2.62,1498.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050 Ti,Not Touchscreen
Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.95,1390.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.1,879.0,Intel,1.6,Core i5 8250U ,Nvidia,GeForce 930MX ,Not Touchscreen
MSI,PL60 7RD,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.2,839.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,250 G5,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.96,679.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Inspiron 5770,Notebook,"17.3""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.8,979.0,Intel,1.6,Core i5 8250U ,AMD,Radeon 530,Not Touchscreen
Apple,MacBook Air,Ultrabook,"13.3""",1440x900,8GB,256GB Flash Storage,Mac OS,X,1.35,998.0,Intel,1.6,Core i5 ,Intel,HD Graphics 6000,Not Touchscreen
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Windows,10,1.36,1637.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Touchscreen
Asus,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Windows,10,2.591,909.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.62,1199.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050Ti,Not Touchscreen
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Windows,10,1.27,2339.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Touchscreen
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.88,1579.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.43,1513.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.8,1669.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Touchscreen
HP,EliteBook 820,Ultrabook,"12.5""",1366x768,8GB,256GB SSD,Windows,7,1.26,1895.0,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Not Touchscreen
HP,Omen -,Gaming,"17.3""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,3.35,1129.0,Intel,2.3,Core i5 6300HQ ,Nvidia,GeForce GTX 1060,Not Touchscreen
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,"15.6""",1366x768,8GB,2TB HDD,Windows,10,2.04,629.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,ThinkPad P40,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Windows,7,1.8,2050.38,Intel,2.6,Core i7 6600U ,Nvidia,Quadro M500M,Touchscreen
HP,250 G6,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.84,752.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.4,819.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.5,784.0,Intel,2.5,Core i5 7200U ,AMD,Radeon R7 M445,Not Touchscreen
HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.88,2171.72,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
MSI,GP62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.4,1142.8,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.48,1629.0,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Touchscreen
HP,ZBook 15,Workstation,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,7,2.59,2229.0,Intel,2.6,Core i7 6700HQ ,Nvidia,Quadro M1000M,Not Touchscreen
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,8GB,256GB SSD,Windows,10,1.48,1799.0,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Touchscreen
HP,ZBook Studio,Workstation,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,2.0,1899.0,Intel,2.6,Core i7 6700HQ ,Nvidia,Quadro M1000M,Not Touchscreen
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.26,2296.95,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.18,1009.9,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 940MX,Not Touchscreen
HP,ZBook 17,Workstation,"17.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,7,3.0,3949.4,Intel,2.6,Core i7 6700HQ ,Nvidia,Quadro M3000M,Not Touchscreen
HP,Spectre Pro,Notebook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.16,1690.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.5,896.0,Intel,1.6,Core i5 8250U ,Nvidia,GeForce 930MX,Not Touchscreen
Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.6,1199.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",2560x1440,8GB,256GB SSD,Windows,7,1.54,2198.19,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.2,745.0,Intel,2.7,Core i7 7500U ,AMD,Radeon R5 M430,Not Touchscreen
MSI,GL62 6QF,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.3,1169.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Asus,ZenBook UX310UA-WB71,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.45,1280.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Dell,XPS 13,2 in 1 Convertible,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.24,1813.0,Intel,1.2,Core i5 7Y54 ,Intel,HD Graphics 615,Touchscreen
Lenovo,ThinkPad L460,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.9,1072.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
Acer,Swift 3,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.6,770.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Not Touchscreen
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,Windows,7,2.32,895.0,Intel,2.5,Core i7 6500U ,AMD,Radeon R5 M330,Not Touchscreen
MSI,GE62 Apache,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.4,1229.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Asus,ZenBook UX305CA-UBM1,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.2,729.0,Intel,0.9,Core M 6Y30 ,Intel,HD Graphics 515,Not Touchscreen
Lenovo,IdeaPad Y700-15ISK,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.6,899.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Dell,Inspiron 3567,Notebook,"15.6""",Touchscreen 1366x768,8GB,1TB HDD,Windows,10,2.3,469.01,Intel,2.4,Core i3 7100U ,Intel,HD Graphics 620,Touchscreen
MSI,GL62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1149.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,128GB SSD,Windows,10,1.22,979.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Touchscreen
Dell,Latitude 5590,Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD +  256GB SSD,Windows,10,1.88,1298.0,Intel,1.9,Core i7 8650U ,Intel,UHD Graphics 620,Not Touchscreen
Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.2,800.0,Intel,1.6,Core i5 8250U ,AMD,Radeon 530,Not Touchscreen
Apple,MacBook Air,Ultrabook,"13.3""",1440x900,8GB,128GB Flash Storage,Mac OS,X,1.35,1099.0,Intel,1.6,Core i5 ,Intel,HD Graphics 6000,Not Touchscreen
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.2,1169.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 1060,Not Touchscreen
Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.36,889.0,Intel,2.5,Core i5 7200U ,AMD,Radeon R7 M445,Not Touchscreen
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,"15.6""",1366x768,8GB,256GB SSD,Windows,10,1.91,579.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Acer,Aspire E5-774G,Notebook,"17.3""",1600x900,8GB,1TB HDD,Windows,10,3.3,629.0,Intel,2.0,Core i3 6006U ,Nvidia,GeForce 940MX,Not Touchscreen
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,512GB Flash Storage,Mac OS,X,0.92,1279.0,Intel,1.2,Core M ,Intel,HD Graphics 515,Not Touchscreen
Apple,"MacBook 12""",Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,8GB,256GB Flash Storage,Mac OS,X,0.92,1163.0,Intel,1.1,Core M ,Intel,HD Graphics 5300,Not Touchscreen
Dell,Inspiron 7579,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,2.191,999.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.62,819.0,Intel,1.6,Core i5 8250U ,Intel,UHD Graphics 620,Touchscreen
Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.6,1272.0,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960<U+039C>,Not Touchscreen
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.2,1149.0,Intel,1.3,Core i7 7Y75 ,Intel,HD Graphics 615,Touchscreen
Lenovo,Thinkpad T560,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.3,1529.0,Intel,2.6,Core i7 6600U ,Intel,HD Graphics 520,Not Touchscreen
MSI,GP62MVR 6RF,Gaming,"15.6""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.2,1476.11,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 1060,Not Touchscreen
Dell,Latitude E7270,Ultrabook,"12.5""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,7,1.26,1713.37,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Touchscreen
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.5,999.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.29,1477.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.91,659.0,Intel,1.8,Core i7 8550U ,Intel,HD Graphics 620,Not Touchscreen
Asus,Rog GL752VW-T4308T,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,3.52,1312.49,Intel,2.6,Core i7 6700HQ ,Nvidia,GeForce GTX 960M,Not Touchscreen
Razer,Blade Stealth,Ultrabook,"12.5""",Touchscreen / 4K Ultra HD 3840x2160,8GB,256GB SSD,Windows,10,1.25,1029.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.23,1379.0,Intel,2.4,Core i7 7560U ,Intel,Iris Plus Graphics 640,Not Touchscreen
Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,8GB,1TB Hybrid,Windows,10,2.65,949.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.21,1649.0,Intel,1.8,Core i7 8550U ,Intel,UHD Graphics 620,Not Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.54,1887.21,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Toshiba,Portege A30-C-1CZ,Notebook,"13.3""",1366x768,8GB,256GB SSD,Windows,10,1.5,1210.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,250 G6,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.96,598.99,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Toshiba,Tecra Z40-C-12Z,Notebook,"14.0""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.47,1490.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.43,2229.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
HP,Pavilion 15-CK000nv,Ultrabook,"15.6""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.83,699.0,Intel,1.8,Core i7 8550U ,Nvidia,GeForce GTX 940MX,Not Touchscreen
Toshiba,Portégé Z30-C-16K,Ultrabook,"13.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.2,1590.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,Spectre 13-V100nv,Notebook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.11,1149.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.64,1185.43,Intel,2.7,Core i7 7500U ,Nvidia,GeForce 930MX,Not Touchscreen
Dell,Latitude E5570,Notebook,"15.6""",Full HD 1920x1080,8GB,500GB HDD,Windows,10,2.09,1046.44,Intel,2.4,Core i5 6300U ,Intel,HD Graphics 520,Not Touchscreen
Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Windows,10,1.29,1624.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.63,1080.0,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 930MX,Not Touchscreen
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.63,860.0,Intel,1.6,Core i5 8250U ,Intel,HD Graphics 620,Not Touchscreen
MSI,GL72M 7RDX,Gaming,"17.3""",Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.7,1191.8,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1050,Not Touchscreen
HP,Probook 640,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,7,1.95,1195.0,Intel,2.3,Core i5 6200U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.84,1228.99,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
Acer,Aspire 5,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.2,689.0,Intel,1.8,Core i7 8550U ,Nvidia,GeForce MX150,Not Touchscreen
HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.64,1049.26,Intel,2.5,Core i5 7200U ,Nvidia,GeForce 930MX,Not Touchscreen
Lenovo,Flex 5,2 in 1 Convertible,"14.0""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.7,999.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Dell,Inspiron 7577,Gaming,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,2.65,1195.0,Intel,2.5,Core i5 7300HQ ,Nvidia,GeForce GTX 1060,Not Touchscreen
HP,Probook 450,Notebook,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.04,979.0,Intel,2.7,Core i5 7200U ,Nvidia,GeForce 930MX,Not Touchscreen
Microsoft,Surface Laptop,Ultrabook,"13.5""",Touchscreen 2256x1504,8GB,256GB SSD,Windows,10 S,1.252,1340.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
HP,Envy 13-ad009n,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.38,1119.0,Intel,2.7,Core i7 7500U ,Nvidia,GeForce MX150,Not Touchscreen
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.91,719.0,Intel,2.7,Core i7 7500U ,AMD,Radeon 530,Not Touchscreen
HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,8GB,1TB HDD,Windows,10,2.04,806.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Windows,10,2.5,1189.0,Intel,2.8,Core i7 7700HQ ,Nvidia,GeForce GTX 1060,Not Touchscreen
Dell,Inspiron 5567,Notebook,"15.6""",1366x768,8GB,1TB HDD,Windows,10,2.36,749.0,Intel,2.7,Core i7 7500U ,AMD,Radeon R7 M445,Not Touchscreen
Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,8GB,128GB SSD,Windows,10,1.6,1119.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620 ,Not Touchscreen
HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,8GB,256GB SSD,Windows,10,1.26,1349.0,Intel,2.5,Core i7 6500U ,Intel,HD Graphics 520,Not Touchscreen
HP,EliteBook Folio,Netbook,"12.5""",Full HD 1920x1080,8GB,512GB SSD,Windows,10,0.97,1908.0,Intel,1.2,Core M 6Y75 ,Intel,HD Graphics 515,Not Touchscreen
Dell,Inspiron 5378,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.68,889.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Touchscreen
Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Quad HD+ 3200x1800,8GB,256GB SSD,Windows,10,1.4,1150.0,Intel,2.5,Core i5 7200U ,Intel,HD Graphics 620,Not Touchscreen
HP,Spectre 13-V111dx,Ultrabook,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Windows,10,1.11,1349.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Touchscreen
HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,8GB,512GB SSD,Windows,10,1.48,2089.0,Intel,2.7,Core i7 7500U ,Intel,HD Graphics 620,Not Touchscreen
